Position, Company, Location, Stacks
(Senior) Developer Fullstack (Typescript / Javascript / Node.js), DATATRONiQ, Berlin, Germany, ['Backend', 'Data Science', 'Deep tech', 'Docker', 'Frontend', 'Fullstack', 'Go', 'Golang', 'JavaScript', 'Kubernetes', 'NodeJS', 'Python', 'ReactJS', 'TypeScript']
(Senior) Backend Developer (Golang), DATATRONiQ, Berlin, Germany, ['Backend', 'Data Science', 'Deep tech', 'Docker', 'Go', 'Golang', 'JavaScript', 'Kubernetes', 'NodeJS', 'Python', 'ReactJS', 'TypeScript']
Senior Data Engineer, Latana, Berlin, Germany, ['Data Engineer', 'ETL', 'Machine Learning', 'Pipeline', 'Python']
3D Design for hardware production assistance Intern (m, f, d), LIQUIDLOOP, Berlin, Germany, ['3D Printing', 'Autodesk', 'hardtech', 'Python', 'SolidWorks']
Senior Golang Engineer (f/m/d) – Berlin/hybrid, FinCompare, Berlin, Germany, ['Golang', 'Python']
Senior Software Engineer, mediaire, Berlin, Germany, ['Docker', 'Python', 'software architecture']
Senior Fullstack Engineer (f/m/d), Kaiko Systems, Berlin, Germany, ['Celery', 'Django', 'Engineer', 'htmx', 'PostgreSQL', 'Python', 'rescript', 'Saas', 'senior engineer', 'Software', 'software as a service', 'tailwind', 'TypeScript']
Geospatial Engineer, Maya Climate, Berlin, Germany, ['Engineer', 'geospatial', 'GIS', 'Python', 'satellite']
Senior Software Engineer: Protocol Go IPFS, Keyko, Remote, ['protocol', 'engineer', 'golang', 'senior', 'dev']
Python Developer Senior Python Developer, Unlimit, Gurgaon,India, ['dev', 'python', 'senior', 'aws', 'crypto']
Lead Python Architect, Plai Labs, Los Angeles,CA,United States, ['architecture', 'lead', 'python', 'docker', 'kubernetes']
DeFi Protocol Engineer Ethereum Python, Clearmatics, London,United Kingdom, ['dev', 'python', 'ethereum', 'blockchain', 'defi']
Python Software Engineer Blockchain, Clearmatics, London,United Kingdom, ['dev', 'python', 'blockchain', 'defi', 'ethereum']
Senior Backend Engineer, Wawe, Remote, ['backend', 'dev', 'senior', 'api', 'aws']
Senior Django Developer, Plai Labs, Los Angeles,CA,United States, ['dev', 'python', 'senior', 'aws', 'javascript']
Blockchain Developer, Lemon.io, Remote, ['dev', 'blockchain', 'defi', 'ethereum', 'ethereumjs']
Senior Technical Lead, ChainGPT, Remote, ['lead', 'senior', 'tech lead', 'ai', 'aws']
Fullstack EngineerWeb3 React Node Python, Syndr, Delhi,India, ['dev', 'full stack', 'javascript', 'node', 'python']
Senior Quantitative Developer Python, Binance, Asia, ['quantitative', 'quantitative developer', 'dev', 'python', 'senior']
Options Trader Python, Wintermute, London,United Kingdom, ['python', 'trader', 'blockchain', 'crypto', 'defi']
Senior Python Developer, Plai Labs, Los Angeles,CA,United States, ['dev', 'python', 'senior', 'aws', 'docker']
Senior Software Engineer Python, Bitpanda, Vienna,Austria, ['dev', 'python', 'senior', 'aws', 'blockchain']
Senior Blockchain Developer, Lemon.io, Remote, ['dev', 'senior', 'blockchain', 'defi', 'ethereum']
Senior Python Developer Crystal Blockchain remote, Crystal Blockchain Analytics, Tallinn,Estonia, ['remote', 'dev', 'python', 'senior', 'blockchain']
Software Engineer Java Python Liquidity Management DeFi Services, OKX, Hong Kong,Hong Kong, ['dev', 'java', 'sales', 'non tech', 'python']
Software Engineer Python React, Nansen.ai, London,United Kingdom, ['dev', 'python', 'javascript', 'react', 'crypto']
Software Engineer Web3 Solidity, System 9, Remote, ['dev', 'ethereum', 'c plus plus', 'defi', 'full stack']
Quantitative Developer, Relative Finance, Remote, ['quantitative', 'quantitative developer', 'dev', 'analyst', 'c plus plus']
Trader Liquid Strategies, Nascent, Remote, ['trader', 'analyst', 'crypto', 'defi', 'finance']
Fullstack Python Developer, Lemon.io, Remote, ['dev', 'full stack', 'python', 'aws', 'nosql']
Blockchain Developer, Lemon.io, Remote, ['dev', 'blockchain', 'crypto', 'defi', 'ethereum']
Senior Software Engineer, Starkware, Israel, ['dev', 'senior', 'backend', 'blockchain', 'c plus plus']
Web3 Machine Learning Engineer Quantitative Strategist, NOYA Network, Remote, ['quantitative', 'machine learning', 'dev', 'data science', 'ai']
Python a MusicPowered Social Network Empowering Creators, BEON.tech, Los Angeles,CA,United States, ['music', 'python', 'crypto', 'blockchain']
Web3 Site Reliability Engineer, Popoo, Remote, ['dev', 'sys admin', 'crypto', 'devops', 'golang']
Fullstack Developer Python React, Lemon.io, Remote, ['dev', 'full stack', 'python', 'javascript', 'react']
Software Engineer Python Quant Platm Data Services HFT Service, OKX, Hong Kong,Hong Kong, ['dev', 'python', 'crypto', 'blockchain', 'engineer']
Blockchain Developer, Lemon.io, United Kingdom, ['dev', 'defi', 'ethereum', 'nft', 'node']
Python Dev SpiffWorkFlow, Status, Remote, ['dev', 'python', 'remote', 'react', 'ethereum']
Blockchain Developer, Lemon.io, Canada, ['dev', 'defi', 'nft', 'node', 'python']
Trading Operations Cryptocurrency Trading must have Python experience, GSR, Singapore,Singapore, ['operations', 'python', 'crypto']
Python a SocialMedia Network, BEON.tech, United States, ['python']
Python Developer Quant Platm Risk Services, OKX, Singapore,Singapore, ['dev', 'python', 'java', 'defi', 'crypto']
Senior FullStack Engineer, Whatnot, Remote, ['dev', 'full stack', 'senior', 'a16z', 'blockchain']
Python Developer, Lemon.io, Remote, ['dev', 'python', 'nosql', 'remote']
Blockchain Developer, lemon.io, Remote, ['dev', 'blockchain', 'node', 'python', 'solana']
Blockchain Developer, lemon.io, Remote, ['dev', 'blockchain', 'linode', 'python', 'react']
Python Developer, lemon.io, Remote, ['dev', 'python', 'nosql', 'remote']
Member of Technical Staff Crypto, a16z, Menlo Park,CA,United States, ['crypto', 'backend', 'blockchain', 'front end', 'full stack']
Senior Backend Engineer Python, Ledger, France, ['backend', 'dev', 'python', 'senior', 'scala']
Backend Python Developer [REMOTE], Braintrust, San Francisco,CA,United States, ['remote', 'backend', 'dev', 'python']
Python Developer, lemon.io, Remote, ['dev', 'python', 'remote']
Data Engineer Python Office of the CTO, Consensys, Remote, ['cto', 'executive', 'data science', 'dev', 'python']
Engineering Lead, Zash, Remote, ['lead', 'backend', 'python', 'solana', 'solidity']
Data Scientist, Zash, Remote, ['data science', 'big data', 'data viz', 'dataops', 'machine learning']
Blockchain Developer, lemon.io, Remote, ['dev', 'blockchain', 'crypto', 'java', 'python']
Python Developer, lemon.io, Remote, ['dev', 'python', 'nosql', 'remote']
Python Developer, Binance, Asia, ['dev', 'python']
Senior Python Developer Crystal Blockchain remote, Bitfury, Poland, ['remote', 'dev', 'python', 'senior', 'blockchain']
Senior Python Developer Crystal Blockchain remote, Bitfury, Warsaw,Poland, ['remote', 'dev', 'python', 'senior', 'blockchain']
Senior Python Developer Crystal Blockchain remote, Bitfury, Belgrade,Serbia, ['remote', 'dev', 'python', 'senior', 'blockchain']
Senior Python Developer Crystal Blockchain remote, Bitfury, Istanbul,Turkey, ['remote', 'dev', 'python', 'senior', 'blockchain']
Senior Blockchain Python Developer, Intuition Machines, Inc., Buenos Aires,Argentina, ['dev', 'python', 'senior', 'blockchain', 'solidity']
Sr Full Stack Python Engineer Crypto Project, Zipdev, Monterrey,Mexico, ['dev', 'full stack', 'python', 'crypto', 'react']
Data Engineer Python Office of the CTO, MetaMask, United States, ['cto', 'executive', 'data science', 'dev', 'python']
Python Blockchain Developer, Idego Group, Polands, ['dev', 'python', 'blockchain', 'solidity']
Regular Senior Python Blockchain Developer, Idego Group, Polands, ['dev', 'python', 'senior', 'blockchain', 'solidity']
Software Engineering Lead Python Quant Platm Data Services, OKX, Hong Kong,Hong Kong, ['lead', 'python', 'dev', 'crypto', 'blockchain']
Software Engineer Backend Services Node.JS Python, Ledger, London,United Kingdom, ['javascript', 'backend', 'dev', 'node', 'python']
Software Engineer Python, AssemblyAI, Remote, ['dev', 'python', 'ci cd', 'remote', 'engineer']
Software Developer Python, Payatu, Pune,India, ['dev', 'python', 'blockchain']
PYTHON BACKEND ENGINEER, Coin Metrics, United Kingdom, ['backend', 'dev', 'python', 'crypto', 'docker']
API Solution Engineer Python Node.JS, Binance, Asia, ['javascript', 'api', 'dev', 'node', 'python']
ConsenSys Inc Senior Software Engineer Python Direct Hire [Remote], Braintrust, San Francisco,CA,United States, ['remote', 'dev', 'python', 'senior', 'ethereum']
Senior Staff Python Backend Engineer, Kronos Research, Taipei,Taiwan, ['backend', 'dev', 'python', 'senior', 'javascript']
Python developer Defi Inmation Security Global, Amber, Remote, ['dev', 'security', 'python', 'defi', 'remote']
Fullstack Developer Python React, Merge, United Kingdom, ['dev', 'full stack', 'python', 'javascript', 'react']
Python Go Backend Developer, Merge, United Kingdom, ['backend', 'dev', 'golang', 'python', 'react']
ConsenSys Inc Python Developer with Devops Skills Direct Hire [Remote], Braintrust, San Francisco,CA,United States, ['remote', 'dev', 'devops', 'python', 'ethereum']
Machine Learning Engineer Python Scala Hadoop Hive [REMOTE], Braintrust, San Francisco,CA,United States, ['remote', 'dev', 'hadoop', 'machine learning', 'python']
Front Office Python Developer, Eclipse Trading, Hong Kong,Hong Kong, ['dev', 'python', 'office', 'defi', 'computer science']
Python Engineer, HealthVerity, Remote, ['dev', 'python', 'remote', 'java', 'blockchain']
Python Data Analyst China, Parallel Finance, Beijing,China, ['analyst', 'data science', 'python', 'defi', 'blockchain']
Python Developer with Devops Skills [REMOTE], Braintrust, San Francisco,CA,United States, ['remote', 'dev', 'devops', 'python', 'ethereum']
Backend Engineer Python, CANDY, New York,NY,United States, ['backend', 'dev', 'python', 'computer science', 'crypto']
Python Developer [Remote], Braintrust, San Francisco,CA,United States, ['remote', 'dev', 'python']
Backend Developer, VCRED, Remote, ['backend', 'dev', 'remote', 'python', 'solidity']
Hedge Fund Web3 Python Software Engineer, Tao, Remote, ['dev', 'python', 'remote', 'blockchain', 'dataops']
Backend Engineer Python, CANDY, New York,NY,United States, ['backend', 'dev', 'python', 'computer science', 'crypto']
Research Analyst, VCRED, Remote, ['analyst', 'data science', 'remote', 'python', 'defi']
Lead Machine Learning Engineer, Waivlength, Remote, ['dev', 'lead', 'machine learning', 'remote', 'python']
Senior Lead Python Developer Crystal Blockchain, Bitfury, Amsterdam,Netherlands, ['dev', 'lead', 'python', 'senior', 'blockchain']
Senior Lead Python Developer Crystal Remote, Crystal Blockchain Analytics, Poland, ['remote', 'dev', 'lead', 'python', 'senior']
Tech Lead BackEnd Python Vault, Ledger, London,United Kingdom, ['backend', 'lead', 'python', 'tech lead', 'crypto']
Tech Lead BackEnd Python Ledger Vault, Ledger, London,United Kingdom, ['backend', 'lead', 'python', 'tech lead', 'crypto']
BackEnd Engineer Python Vault, Ledger, London,United Kingdom, ['backend', 'dev', 'python', 'crypto', 'engineer']
Backend Software Engineer Python, Brooklyn Investment Group, New York,NY,United States, ['backend', 'dev', 'python', 'engineer']
Senior Backend Engineer Rust or Python m w d, Gnosis, Berlin,Germany, ['backend', 'dev', 'python', 'rust', 'senior']
Senior Lead Python Developer Crystal Remote, Crystal Blockchain Analytics, Warsaw,Poland, ['remote', 'dev', 'lead', 'python', 'senior']
Quant Developer Analyst, Desmos Partners, Remote, ['analyst', 'dev', 'python', 'solidity', 'c plus plus']
Regular Senior Python Blockchain Developer, Idego Group, Remote, ['dev', 'python', 'senior', 'blockchain', 'remote']
Backend Engineer Python, CANDY, New York,NY,United States, ['backend', 'dev', 'python', 'computer science', 'crypto']
Senior Lead Python Developer Crystal Remote, Bitfury, Warsaw,Poland, ['remote', 'dev', 'lead', 'python', 'senior']
Senior Lead Python Developer Crystal Remote, Bitfury, Poland, ['remote', 'dev', 'lead', 'python', 'senior']
Python Developer Accounts, Careers at Paxful, Remote, ['dev', 'python', 'remote', 'sales']
Middle QA Automation Engineer Python, Careers at Paxful, Moscow,Russia, ['dev', 'python', 'quality assurance']
Python Blockchain Developer, Unbound Nation, Berlin,Germany, ['dev', 'python', 'blockchain', 'remote', 'nft']
Senior Python Engineer, HealthVerity, Remote, ['dev', 'python', 'senior', 'remote', 'java']
Blockchain Defi Analyst Python Golang C++, Mirana, Singapore,Singapore, ['c', 'c plus plus', 'analyst', 'golang', 'python']
Senior Software Engineer Python Blockchain Wallets, BitMEX, Zurich,Switzerland, ['dev', 'python', 'senior', 'blockchain', 'solidity']
Staff Software Engineer Python Backend, Kronos Research, Remote, ['backend', 'dev', 'python', 'javascript', 'java']
Python Developer, Binance, Remote, ['dev', 'python', 'remote', 'crypto', 'blockchain']
Senior Software Engineer Blockchain Go Python AWS Microservices, Flylance, United States, ['dev', 'golang', 'python', 'senior', 'blockchain']
Software Engineer Python Backend, Kronos Research, Remote, ['backend', 'dev', 'python', 'remote', 'computer science']
Python Developer, IOVLabs, Remote, ['dev', 'python', 'remote', 'ethereum', 'crypto']
senior Python Developer Blockchain Wallets, BitMEX, Singapore,Singapore, ['dev', 'python', 'senior', 'blockchain', 'solidity']
EQUITY ONLY Python React Flutter Solidity developer interns, What's Cookin', Buenos Aires,Argentina, ['dev', 'flutter', 'python', 'javascript', 'react']
Senior Lead Python Developer, Crystal Blockchain Analytics, Kiev,Ukraine, ['dev', 'lead', 'python', 'senior', 'blockchain']
Senior Full Stack Engineer python react node f m x, Next Big Thing AG, Berlin,Germany, ['dev', 'full stack', 'javascript', 'node', 'python']
Senior Software Engineer Custody Engineering Python Blockchain Wallets, BitMEX, Hong Kong,Hong Kong, ['dev', 'python', 'senior', 'blockchain', 'solidity']
Software Engineer Custody Engineering Python Blockchain Wallets, BitMEX, Hong Kong,Hong Kong, ['dev', 'python', 'blockchain', 'solidity', 'crypto']
Software Engineer Solidity + Python, IO Global, Remote, ['dev', 'python', 'solidity', 'ethereum', 'javascript']
Blockchain Defi Analyst Python Golang C++, Mirana, Singapore,Singapore, ['c', 'c plus plus', 'analyst', 'golang', 'python']
Senior Software Engineer Nifty Gateway Python Django, Gemini, New York,NY,United States, ['python', 'dev', 'senior', 'solidity', 'ethereum']
Senior Python Data Engineer, Gemini, New York,NY,United States, ['data science', 'dev', 'python', 'senior', 'computer science']
Senior Machine Learning Engineer Python, Gemini, New York,NY,United States, ['dev', 'machine learning', 'python', 'senior', 'java']
Software Engineer Python Quant Platm Risk Services, OKEx, Hong Kong,Hong Kong, ['dev', 'python', 'java', 'defi', 'crypto']
Software Engineer Python Quant Platm Data Services, OKEx, Hong Kong,Hong Kong, ['dev', 'python', 'crypto', 'blockchain', 'engineer']
Senior Software Engineer Python, Kronos Research, Taipei,Taiwan, ['dev', 'python', 'senior', 'computer science', 'crypto']
Senior Lead Python Developer, Bitfury, Kiev,Ukraine, ['dev', 'lead', 'python', 'senior', 'bitcoin']
Senior Python Developer Django Rest Framework, n.exchange, Not mentioned, ['dev', 'python', 'senior', 'ethereum', 'golang']
Senior QA Engineer Python PHP, Binance, Toronto,Canada, ['dev', 'php', 'python', 'quality assurance', 'senior']
API Solution Engineer Python+Node.JS Developer; Client Support, Binance, Singapore,Singapore, ['javascript', 'api', 'dev', 'node', 'python']
Senior Python Developer Django Rest Framework, n.exchange, Vilnius,Lithuania, ['remote', 'dev', 'python', 'senior', 'crypto']
Senior Lead Blockchain Software Engineer Solidity Python Java Singapore Remotely, Revolut, Singapore,Singapore, ['dev', 'java', 'lead', 'python', 'senior']
Backend Engineer Python, WOO Network, Warsaw,Poland, ['backend', 'dev', 'python', 'solana', 'work from home']
DeFi Full Stack Engineer Python Java C++, GSR, Los Angeles,CA,United States, ['c', 'c plus plus', 'dev', 'full stack', 'java']
DeFi Full Stack Engineer Python Java C++, GSR, Singapore,Singapore, ['c', 'c plus plus', 'dev', 'full stack', 'java']
MidSenior level Python Application Developer, 28stone, Latvia, ['python', 'senior', 'crypto']
Senior Lead Blockchain Software Engineer Solidity Python Java Russia Remotely, Revolut, Moscow,Russia, ['dev', 'java', 'lead', 'python', 'senior']
Senior Lead Blockchain Software Engineer Solidity Python Java Germany Remotely, Revolut, Germany, ['dev', 'java', 'lead', 'python', 'senior']
Senior Python Developer Wallet, Careers at Paxful, Saint Petersburg,Russia, ['dev', 'python', 'senior']
Blockchain Test Engineer Rust Python C#, Gluwa, San Francisco,CA,United States, ['c', 'c sharp', 'c plus plus', 'dev', 'python']
Blockchain Engineer Rust Python C#, Gluwa, Canada, ['c', 'c sharp', 'c plus plus', 'dev', 'python']
Python Developer Blockchain Wallets, BitMEX, Hong Kong,Hong Kong, ['dev', 'python', 'blockchain', 'crypto', 'ci cd']
Senior Lead Blockchain Software Engineer Solidity Python Java Poland Remotely, Revolut, Remote, ['dev', 'java', 'lead', 'python', 'senior']
Senior Lead Blockchain Software Engineer Solidity+Python, Revolut, London,United Kingdom, ['dev', 'lead', 'python', 'senior', 'blockchain']
